City,PM2.5_x,PM10_x,NO_x,NO2_x,NOx_x,NH3_x,CO_x,SO2_x,O3_x,AQI,AQI_Bucket_x,Date,PM2.5_y,PM10_y,NO_y,NO2_y,NOx_y,NH3_y,CO_y,SO2_y,O3_y,Benzene,Toluene,Xylene,AQI_chem
Delhi,318.4,23.7,139.6,109.2,14.9,49.2,3.2,41.0,83.6,468.4,Severe,2017-10-24,188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,0.07,366.0
Mumbai,90.4,130.7,41.6,43.6,217.6,19.1,2.99,46.3,128.1,141.0,Moderate,2017-10-24,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,305.4,269.3,7.2,1.6,11.1,41.1,4.73,8.5,128.0,455.4,Severe,2017-10-24,53.74,167.82286741214057,10.81,21.91,16.04,113.77,0.63,11.09,34.76,0.06,0.02,1.056325369738339,115.0
Delhi,353.5,411.3,9.5,7.9,32.5,10.0,0.84,10.1,9.4,376.6,Very Poor,2017-10-25,203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,0.07,357.0
Mumbai,180.3,505.8,174.3,59.7,177.2,34.7,1.49,45.3,65.5,346.5,Very Poor,2017-10-25,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,338.7,221.0,172.1,52.8,74.8,40.1,9.05,68.4,180.3,488.7,Severe,2017-10-25,36.65,167.82286741214057,13.86,18.11,16.63,83.43,0.8,11.24,24.77,0.02,0.01,1.056325369738339,100.0
Delhi,63.1,292.2,102.0,88.5,44.8,20.6,4.29,45.2,169.9,242.2,Poor,2017-10-26,178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,0.07,328.0
Mumbai,403.7,35.4,48.6,60.7,157.7,29.7,6.47,3.1,58.8,155.8,Moderate,2017-10-26,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,184.4,386.6,114.5,89.8,137.9,26.0,5.51,93.8,38.5,349.7,Very Poor,2017-10-26,25.9,167.82286741214057,15.23,19.04,18.49,98.61,0.79,17.26,14.36,0.08,0.56,1.056325369738339,68.0
Delhi,166.9,202.3,22.7,28.5,203.8,49.5,5.01,77.3,124.4,336.2,Very Poor,2017-10-27,167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,0.06,345.0
Mumbai,144.6,23.9,188.4,19.9,7.5,12.8,4.72,90.2,132.7,319.1,Very Poor,2017-10-27,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,190.7,441.3,68.8,139.3,32.0,6.3,5.44,40.9,55.9,415.8,Severe,2017-10-27,31.32,167.82286741214057,11.38,20.74,16.51,105.51,0.76,6.78,19.74,0.02,0.06,1.056325369738339,70.0
Delhi,139.7,202.2,197.7,26.6,50.4,39.1,7.72,97.1,120.6,315.4,Very Poor,2017-10-28,198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,0.07,379.0
Mumbai,370.8,26.6,30.4,80.1,25.7,13.0,1.39,38.7,104.7,106.5,Moderate,2017-10-28,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,251.8,11.0,135.3,115.4,21.3,13.5,5.91,20.4,123.3,401.8,Severe,2017-10-28,53.37,167.82286741214057,10.83,19.51,15.98,157.52,0.67,11.79,20.15,0.03,0.02,1.056325369738339,83.0
Delhi,114.8,397.7,28.6,127.4,99.1,48.7,6.22,22.4,101.5,359.5,Very Poor,2017-10-29,187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,0.08,362.0
Mumbai,255.8,367.2,96.9,83.8,162.4,24.8,3.03,60.8,113.2,405.8,Severe,2017-10-29,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,462.5,587.5,120.0,106.3,186.9,41.3,8.83,92.8,149.3,185.3,Moderate,2017-10-29,62.08,167.82286741214057,9.13,21.3,14.75,296.43,0.66,11.68,29.74,0.03,0.02,1.056325369738339,113.0
Delhi,63.0,3.7,150.0,123.1,247.5,32.8,8.1,33.5,114.0,176.2,Moderate,2017-10-30,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340.0
Mumbai,180.0,326.1,168.8,36.1,180.5,7.1,6.82,92.7,111.5,346.3,Very Poor,2017-10-30,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,354.4,336.6,16.3,114.8,108.9,4.4,7.65,56.9,28.8,286.6,Poor,2017-10-30,19.87,167.82286741214057,10.73,18.46,16.25,228.18,0.61,9.51,9.72,0.01,0.02,1.056325369738339,88.0
Delhi,387.7,444.3,57.0,33.8,53.8,38.7,2.63,52.6,62.6,420.1,Severe,2017-10-31,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,0.08,366.0
Mumbai,490.4,480.0,43.3,134.0,199.2,39.9,8.67,96.3,35.0,471.3,Severe,2017-10-31,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,389.0,113.4,1.8,16.3,158.4,49.7,3.46,42.0,7.0,118.0,Moderate,2017-10-31,41.87,167.82286741214057,8.64,21.69,14.16,142.64,1.2,11.69,21.9,0.44,2.29,1.056325369738339,75.0
Delhi,379.1,64.8,33.7,131.8,7.5,21.8,2.24,19.0,192.7,261.2,Poor,2017-11-01,179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,0.07,344.0
Mumbai,129.9,191.0,27.3,58.7,136.5,18.3,7.59,5.4,142.4,307.8,Very Poor,2017-11-01,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,28.5,219.7,104.6,90.1,104.4,1.6,8.98,30.6,157.0,187.2,Moderate,2017-11-01,24.56,167.82286741214057,7.92,20.35,9.72,42.59358704793944,0.4,17.43,11.64,0.04,1.72,1.056325369738339,99.0
Delhi,44.3,115.3,102.0,126.7,248.5,47.3,7.03,12.2,49.7,162.8,Moderate,2017-11-02,160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,0.07,305.0
Mumbai,456.4,380.0,14.0,51.8,171.4,32.9,2.47,0.2,91.5,337.3,Very Poor,2017-11-02,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,262.1,528.7,56.1,7.8,82.1,16.9,4.48,72.2,190.6,412.1,Severe,2017-11-02,27.99,167.82286741214057,7.82,18.51,10.8,113.19,0.59,14.51,24.43,0.15,1.54,1.056325369738339,70.0
Delhi,184.9,199.9,177.3,46.2,43.5,14.1,0.56,31.1,12.4,350.0,Very Poor,2017-11-03,168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,0.07,310.0
Mumbai,151.7,331.8,11.7,124.1,54.3,0.0,3.75,37.9,30.7,324.6,Very Poor,2017-11-03,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,161.9,56.6,151.7,70.1,74.3,37.6,8.12,4.2,60.1,332.4,Very Poor,2017-11-03,30.02,167.82286741214057,5.98,21.2,13.65,226.97,0.66,10.59,29.09,0.13,0.99,1.056325369738339,62.0
Delhi,90.2,252.4,33.0,59.9,165.2,32.3,8.38,51.8,56.6,202.4,Poor,2017-11-04,190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,0.07,345.0
Mumbai,87.5,132.1,165.2,101.1,120.1,7.4,0.87,20.5,179.4,227.4,Poor,2017-11-04,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,92.4,538.0,46.5,105.5,115.3,11.0,0.77,92.0,98.1,205.8,Poor,2017-11-04,27.1,167.82286741214057,11.77,23.88,18.14,138.93,0.83,6.35,21.16,0.3,2.4,1.056325369738339,66.0
Delhi,262.7,467.2,6.1,57.4,66.7,10.0,8.36,51.4,187.0,452.9,Severe,2017-11-05,209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,0.08,370.0
Mumbai,480.1,519.6,70.5,90.6,248.5,4.2,2.56,1.0,33.6,110.6,Moderate,2017-11-05,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,360.0,398.0,37.7,7.6,40.3,11.7,6.83,92.5,0.7,359.9,Very Poor,2017-11-05,24.37,167.82286741214057,6.86,16.96,11.65,104.46,0.77,6.55,12.74,0.3,3.46,1.056325369738339,58.0
Delhi,113.3,193.3,51.1,95.1,12.5,23.4,6.77,8.9,111.0,277.1,Poor,2017-11-06,216.53,330.27,64.5,57.27,96.0,65.81,1.94,18.74,72.82,4.6,14.37,0.07,377.0
Mumbai,123.7,527.8,110.3,3.4,76.9,34.9,3.32,72.5,39.6,303.1,Very Poor,2017-11-06,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,414.8,523.0,175.7,111.6,193.7,30.7,0.77,62.7,142.9,162.9,Moderate,2017-11-06,29.63,167.82286741214057,10.33,20.49,15.71,115.22,1.04,11.84,12.67,0.33,2.54,1.056325369738339,68.0
Delhi,312.4,367.6,167.9,77.6,129.7,22.5,2.64,21.0,172.8,462.4,Severe,2017-11-07,517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,0.06,532.0
Mumbai,289.8,521.0,58.5,20.6,46.8,28.5,5.14,33.0,105.7,439.8,Severe,2017-11-07,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,457.5,54.4,105.9,130.3,198.1,15.9,7.21,5.3,89.3,165.0,Moderate,2017-11-07,33.67,167.82286741214057,17.06,21.37,20.32,109.71,0.87,13.26,9.18,1.0,5.08,1.056325369738339,68.0
Delhi,289.9,473.6,112.6,40.6,90.9,32.0,6.73,6.4,8.6,462.1,Severe,2017-11-08,639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,0.06,675.0
Mumbai,330.6,329.1,74.0,48.8,238.3,14.0,3.27,64.1,99.6,480.6,Severe,2017-11-08,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,483.3,458.4,166.5,114.2,66.6,34.0,0.37,71.5,11.2,440.3,Severe,2017-11-08,37.64,167.82286741214057,9.17,18.77,14.1,115.62,0.83,13.02,22.1,0.32,2.27,1.056325369738339,74.0
Delhi,167.2,41.8,102.3,67.0,151.0,3.6,4.49,45.4,130.7,336.5,Very Poor,2017-11-09,495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,0.07,677.0
Mumbai,229.6,85.2,125.0,78.4,41.2,33.5,9.2,43.9,160.1,384.3,Very Poor,2017-11-09,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,378.3,90.9,170.1,117.7,7.8,16.3,7.33,6.3,121.2,166.5,Moderate,2017-11-09,40.88,167.82286741214057,8.1,19.51,14.27,173.56,0.8,13.05,31.39,0.2,1.67,1.056325369738339,70.0
Delhi,207.1,217.6,149.5,94.1,215.5,31.8,6.84,1.2,54.9,367.1,Very Poor,2017-11-10,370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,0.08,597.0
Mumbai,258.1,75.1,144.1,2.5,226.1,38.4,6.64,75.3,135.3,408.1,Severe,2017-11-10,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,164.8,401.5,15.5,37.9,135.0,25.7,8.09,37.2,61.1,364.3,Very Poor,2017-11-10,68.58,167.82286741214057,7.23,24.71,15.3,301.18,0.9,10.05,24.35,0.21,1.74,1.056325369738339,103.0
Delhi,224.8,476.4,176.9,115.3,54.3,0.2,2.58,18.0,197.1,466.1,Severe,2017-11-11,363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,0.06,471.0
Mumbai,399.5,322.4,14.7,124.5,150.4,28.6,5.37,81.3,99.7,272.4,Poor,2017-11-11,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,118.9,168.9,131.6,119.2,68.9,41.5,4.81,38.2,171.2,296.2,Poor,2017-11-11,70.8,167.82286741214057,5.55,21.71,13.12,247.22,1.1,12.95,32.78,0.19,1.83,1.056325369738339,146.0
Delhi,379.9,151.9,122.9,127.3,132.4,29.7,3.09,18.9,183.9,238.8,Poor,2017-11-12,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,0.06,613.0
Mumbai,365.0,332.6,1.3,116.5,87.2,20.1,0.7,69.4,182.7,282.6,Poor,2017-11-12,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,103.0,529.6,49.0,7.9,168.5,3.4,5.29,33.0,107.3,242.0,Poor,2017-11-12,81.94,167.82286741214057,5.54,18.9,11.81,125.17,0.79,16.59,32.86,0.06,0.92,1.056325369738339,163.0
Delhi,71.9,333.9,0.6,93.7,205.1,26.0,5.15,58.0,23.8,283.9,Poor,2017-11-13,354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,0.08,561.0
Mumbai,5.4,476.2,71.8,134.5,199.6,38.1,8.06,85.5,121.8,465.9,Severe,2017-11-13,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,98.9,410.1,165.9,105.4,182.4,4.7,3.99,8.0,157.2,375.1,Very Poor,2017-11-13,48.07,167.82286741214057,12.3,27.69,19.88,138.19,0.81,11.35,26.02,0.42,1.69,1.056325369738339,110.0
Delhi,203.3,168.4,45.9,18.8,225.5,46.7,2.95,42.8,111.8,364.2,Very Poor,2017-11-14,254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,0.07,444.0
Mumbai,269.2,591.2,188.3,48.3,15.4,6.4,0.67,20.8,25.5,419.2,Severe,2017-11-14,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,290.4,8.7,19.6,116.9,89.2,30.1,4.44,97.1,59.3,440.4,Severe,2017-11-14,30.57,167.82286741214057,13.15,25.74,19.35,153.74,0.85,8.2,16.2,0.29,1.79,1.056325369738339,91.0
Delhi,244.5,543.3,100.2,124.4,243.0,43.3,8.31,9.5,162.0,395.8,Very Poor,2017-11-15,192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,0.07,378.0
Mumbai,177.7,471.7,171.3,100.9,213.4,14.1,6.0,90.6,81.3,459.4,Severe,2017-11-15,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,131.7,441.1,43.7,15.4,73.5,41.2,7.84,55.2,137.2,415.5,Severe,2017-11-15,41.87,167.82286741214057,19.93,37.3,28.29,134.43,0.71,10.74,23.57,0.26,1.83,1.056325369738339,68.0
Delhi,128.3,41.5,1.2,147.3,49.0,6.3,5.69,42.3,98.6,306.6,Very Poor,2017-11-16,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357.0
Mumbai,271.5,465.2,2.8,45.4,201.2,25.6,5.24,65.1,82.8,450.1,Severe,2017-11-16,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,370.2,328.2,23.7,40.0,104.4,38.6,2.29,52.8,83.8,278.2,Poor,2017-11-16,45.77,167.82286741214057,24.27,38.77,31.03,144.9,1.11,12.58,25.78,0.16,0.38,1.056325369738339,96.0
Delhi,49.7,49.3,154.0,99.8,142.4,33.2,9.84,84.6,61.8,198.0,Moderate,2017-11-17,150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,0.18,330.0
Mumbai,100.5,256.8,19.9,141.3,196.3,34.1,9.98,10.8,36.8,233.4,Poor,2017-11-17,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,407.1,273.6,168.4,36.7,214.1,34.4,0.14,18.1,86.5,223.6,Poor,2017-11-17,58.96,167.82286741214057,13.96,25.49,19.05,154.41,0.6,12.15,29.76,0.83,2.62,1.056325369738339,108.0
Delhi,435.0,418.1,130.6,18.1,217.0,13.5,8.67,83.1,166.3,385.1,Very Poor,2017-11-18,143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,0.08,309.0
Mumbai,321.3,557.5,178.3,61.9,28.9,6.6,4.3,16.6,154.4,471.3,Severe,2017-11-18,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,45.542409199048365,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,235.8,299.6,29.2,3.2,185.5,35.8,1.36,88.2,103.0,389.1,Very Poor,2017-11-18,24.73,167.82286741214057,9.5,23.56,18.68,138.02,1.0,13.45,19.58,0.6,2.68,1.056325369738339,82.0
Delhi,2.7,440.6,104.0,138.4,78.3,12.8,6.55,91.9,97.9,414.8,Severe,2017-11-19,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,0.09,297.0
Mumbai,5.2,440.3,123.6,9.1,156.9,31.9,1.49,68.4,186.2,414.3,Severe,2017-11-19,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,18.54,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,451.3,213.5,189.9,140.2,228.4,33.5,3.98,89.2,154.9,180.6,Moderate,2017-11-19,22.81,167.82286741214057,5.48,19.17,14.12,323.48,0.87,12.77,16.62,0.26,2.45,1.056325369738339,62.0
Delhi,239.3,532.4,93.7,1.2,118.7,23.0,3.95,65.6,123.2,391.8,Very Poor,2017-11-20,171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,0.1,329.0
Mumbai,476.0,32.4,64.4,2.2,63.8,45.0,5.39,77.0,126.0,142.2,Moderate,2017-11-20,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,24.57,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,415.6,478.3,96.3,93.3,145.2,21.0,5.51,63.0,81.4,468.9,Severe,2017-11-20,22.57,167.82286741214057,8.23,19.09,14.46,264.99,0.86,11.02,11.44,0.71,3.09,1.056325369738339,69.0
Delhi,234.8,485.1,53.2,134.9,45.1,42.4,7.88,91.7,97.2,478.6,Severe,2017-11-21,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341.0
Mumbai,431.1,444.3,60.6,115.6,69.7,33.5,4.29,86.6,47.2,420.1,Severe,2017-11-21,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,21.73,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,475.1,585.4,64.7,28.4,141.0,21.9,0.46,0.0,111.2,116.1,Moderate,2017-11-21,18.44,167.82286741214057,11.55,22.22,16.24,301.28,0.8,12.9,9.64,0.23,1.23,1.056325369738339,61.0
Delhi,360.2,290.4,43.4,111.0,20.6,34.1,2.38,93.0,141.8,240.4,Poor,2017-11-22,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,0.1,348.0
Mumbai,198.3,469.8,176.2,40.0,22.3,32.9,3.59,14.2,96.7,456.7,Severe,2017-11-22,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,18.83,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,54.8,380.7,10.1,99.3,74.6,15.1,4.26,35.7,110.9,338.2,Very Poor,2017-11-22,41.9,167.82286741214057,10.58,23.9,18.52,245.08,0.74,12.47,26.93,0.33,1.61,1.056325369738339,64.0
Delhi,439.2,491.8,20.1,74.8,10.5,44.1,9.08,27.5,73.0,488.2,Severe,2017-11-23,175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,0.1,340.0
Mumbai,190.3,424.1,158.1,26.4,21.0,44.4,9.9,65.2,34.0,392.6,Very Poor,2017-11-23,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,23.69,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,475.3,55.3,168.9,4.5,153.1,43.1,8.65,33.2,82.2,183.1,Moderate,2017-11-23,79.51,167.82286741214057,10.58,29.82,25.94,235.51,0.74,12.8,33.97,0.85,2.7,1.056325369738339,126.0
Delhi,148.9,114.8,102.3,79.8,104.2,17.0,6.76,87.6,163.6,322.4,Very Poor,2017-11-24,187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,0.11,348.0
Mumbai,18.3,211.1,178.7,117.3,26.1,8.0,3.67,90.8,89.9,174.2,Moderate,2017-11-24,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,23.81,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,333.1,304.9,115.7,72.5,55.8,4.9,9.4,77.3,141.9,483.1,Severe,2017-11-24,75.6,167.82286741214057,11.82,27.44,26.61,328.89,0.73,15.48,27.26,0.68,2.38,1.056325369738339,158.0
Delhi,46.7,388.1,72.7,50.1,33.9,6.3,9.63,22.5,56.3,347.5,Very Poor,2017-11-25,185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347.0
Mumbai,113.0,349.8,94.1,24.2,47.8,8.3,0.35,74.5,127.7,299.8,Poor,2017-11-25,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,21.4,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,155.0,182.7,122.9,7.3,154.9,20.7,8.5,41.1,43.8,327.1,Very Poor,2017-11-25,90.46,167.82286741214057,8.44,29.43,22.93,222.46,0.65,15.29,45.01,0.31,1.27,1.056325369738339,184.0
Delhi,125.8,554.6,147.3,3.6,105.4,49.5,2.91,90.3,16.9,304.7,Very Poor,2017-11-26,224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,0.1,368.0
Mumbai,50.4,348.9,104.6,111.8,202.0,21.2,7.55,61.7,152.1,298.9,Poor,2017-11-26,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,22.3,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,203.8,359.1,96.7,8.6,171.9,29.6,1.4,96.7,51.5,364.5,Very Poor,2017-11-26,57.36,167.82286741214057,6.32,20.3,15.45,297.64,0.65,11.31,29.54,0.64,1.43,1.056325369738339,136.0
Delhi,438.9,316.2,6.1,129.7,83.1,37.8,8.84,38.9,43.1,266.2,Poor,2017-11-27,198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,0.1,382.0
Mumbai,413.0,450.6,82.0,3.1,234.0,18.7,1.84,85.5,1.7,429.1,Severe,2017-11-27,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.17,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,413.3,408.6,84.2,100.1,198.8,33.2,8.85,48.3,65.9,373.2,Very Poor,2017-11-27,37.83,167.82286741214057,7.37,22.88,16.55,233.86,0.68,15.38,19.64,0.21,1.14,1.056325369738339,87.0
Delhi,249.1,547.3,77.0,7.9,190.2,14.1,1.51,96.3,53.7,399.3,Very Poor,2017-11-28,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,0.1,360.0
Mumbai,258.7,472.9,150.9,4.9,4.0,47.9,0.85,4.7,26.6,461.1,Severe,2017-11-28,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,32.21,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,322.6,202.9,158.7,71.7,7.8,16.9,2.15,72.8,197.4,472.6,Severe,2017-11-28,42.05,167.82286741214057,6.88,24.99,16.62,214.16,0.76,19.09,25.07,0.44,1.47,1.056325369738339,71.0
Delhi,468.0,428.8,163.5,104.4,165.8,17.6,1.52,20.5,186.0,398.5,Very Poor,2017-11-29,215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,0.11,359.0
Mumbai,67.6,369.7,67.8,64.8,228.1,28.0,8.26,77.1,29.4,324.4,Very Poor,2017-11-29,74.80060088202866,167.82286741214057,25.532119241192408,33.73362895927602,26.52,42.59358704793944,0.0,11.830751893589508,38.957495409474845,0.0,0.0,0.0,170.37583148558758
Chennai,221.5,174.5,60.7,60.2,199.4,2.2,1.97,24.4,136.5,378.1,Very Poor,2017-11-29,38.73,167.82286741214057,11.52,22.77,19.6,283.1,0.84,11.66,26.94,0.01,0.3,1.056325369738339,75.0
Delhi,301.5,598.4,156.0,66.1,163.0,20.0,3.13,9.2,156.7,451.5,Severe,2017-11-30,219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388.0
